"Zone","Rack No.","Bin No.","Location Code","Carton No.","Lot No.","Item No.","Description","UOM","Barcode","Qty","Timestamp"
"A","R2","Bin 8","A-R2-Bin8","CTN-A-0065","LOT-A-0002","TWL ROM 60X120 MAR","The Roman Bath Towel","PCS","8907144257555","18","2026-09-02T07:42:57.302Z"
"A","R2","Bin 8","A-R2-Bin8","CTN-A-0068","LOT-A-0002","TWL ROM 60X120 MAR","The Roman Bath Towel","PCS","8907144257555","18","2026-09-02T07:43:34.125Z"
"A","R2","Bin 8","A-R2-Bin8","CTN-A-0074","LOT-A-0002","TWL ROM 60X120 MAR","The Roman Bath Towel","PCS","8907144257555","18","2026-09-02T07:44:02.045Z"
"A","R2","Bin 8","A-R2-Bin8","CTN-A-0076","LOT-A-0002","TWL ROM 60X120 GLD","The Roman Bath Towel","PCS","8907144257531","18","2026-09-02T07:44:33.831Z"
"A","R2","Bin 8","A-R2-Bin8","CTN-A-0064","LOT-A-0002","TWL ROM 60X120 MOS","The Roman Bath Towel","PCS","8907144257562","18","2026-09-02T07:45:49.349Z"
"A","R2","Bin 8","A-R2-Bin8","CTN-A-0066","LOT-A-0002","TWL ROM 60X120 MOS","The Roman Bath Towel","PCS","8907144257562","18","2026-09-02T07:50:23.977Z"
"A","R2","Bin 8","A-R2-Bin8","CTN-A-0067","LOT-A-0002","TWL ROM 60X120 MOS","The Roman Bath Towel","PCS","8907144257562","18","2026-09-02T07:51:05.373Z"
"A","R2","Bin 8","A-R2-Bin8","CTN-A-0069","LOT-A-0002","TWL ROM 60X120 MOS","The Roman Bath Towel","PCS","8907144257562","18","2026-09-02T07:51:44.298Z"
"A","R2","Bin 8","A-R2-Bin8","CTN-A-0070","LOT-A-0002","TWL ROM 60X120 MOS","The Roman Bath Towel","PCS","8907144257562","18","2026-09-02T07:52:14.600Z"
"A","R2","Bin 8","A-R2-Bin8","CTN-A-0071","LOT-A-0002","TWL ROM 60X120 MOS","The Roman Bath Towel","PCS","8907144257562","18","2026-09-02T07:52:42.444Z"
"A","R2","Bin 8","A-R2-Bin8","CTN-A-0072","LOT-A-0002","TWL ROM 60X120 MOS","The Roman Bath Towel","PCS","8907144257562","18","2026-09-02T07:53:12.009Z"
"A","R2","Bin 8","A-R2-Bin8","CTN-A-0073","LOT-A-0002","TWL ROM 60X120 MOS","The Roman Bath Towel","PCS","8907144257562","18","2026-09-02T07:53:41.854Z"
"A","R2","Bin 8","A-R2-Bin8","CTN-A-0075","LOT-A-0002","TWL ROM 60X120 MOS","The Roman Bath Towel","PCS","8907144257562","18","2026-09-02T07:55:51.564Z"
"A","R2","Bin 9","A-R2-Bin9","CTN-A-0033","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-08T14:03:53.377Z"
"A","R2","Bin 9","A-R2-Bin9","CTN-A-0034","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-08T14:04:14.523Z"
"A","R2","Bin 9","A-R2-Bin9","CTN-A-0034","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-08T14:05:59.983Z"
"A","R2","Bin 9","A-R2-Bin9","CTN-A-0035","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-08T14:06:34.601Z"
"A","R2","Bin 9","A-R2-Bin9","CTN-A-0036","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-08T14:06:55.091Z"
"A","R2","Bin 9","A-R2-Bin9","CTN-A-0037","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-08T14:07:19.083Z"
"A","R2","Bin 9","A-R2-Bin9","CTN-A-0038","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-08T14:07:39.820Z"
"A","R2","Bin 9","A-R2-Bin9","CTN-A-0039","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-08T14:08:03.983Z"
"A","R2","Bin 9","A-R2-Bin9","CTN-A-0040","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-08T14:08:29.794Z"
"A","R2","Bin 9","A-R2-Bin9","CTN-A-0041","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-08T14:08:48.411Z"
"A","R2","Bin 9","A-R2-Bin9","CTN-A-0042","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-08T14:09:11.666Z"
"A","R2","Bin 9","A-R2-Bin9","CTN-A-0043","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-08T14:09:34.555Z"
"A","R2","Bin 9","A-R2-Bin9","CTN-A-0044","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-08T14:09:54.411Z"
"A","R3","Bin 10","A-R3-Bin10","CTN-A-0036","LOT-A-0002","PILLOW LAVENDER","Pillow Lavender","PCS","8907144259627","12","2026-09-14T14:14:47.143Z"
"A","R3","Bin 10","A-R3-Bin10","CTN-A-0037","LOT-A-0002","PILLOW LAVENDER","Pillow Lavender","PCS","8907144259627","12","2026-09-14T14:15:09.469Z"
"A","R3","Bin 10","A-R3-Bin10","CTN-A-0038","LOT-A-0002","PILLOW LAVENDER","Pillow Lavender","PCS","8907144259627","12","2026-09-14T14:15:35.085Z"
"A","R3","Bin 10","A-R3-Bin10","CTN-A-0039","LOT-A-0002","PILLOW LAVENDER","Pillow Lavender","PCS","8907144259627","12","2026-09-14T14:16:03.673Z"
"A","R3","Bin 11","A-R3-Bin11","CTN-A-0023","LOT-A-0002","TWL ROM 40X60 WT","The Roman Hand Towel","PCS","8907144270714","120","2026-09-01T10:33:00.434Z"
"A","R3","Bin 11","A-R3-Bin11","CTN-A-0031","LOT-A-0002","TWL ROM 40X60 CGY N","The Roman Hand Towel","PCS","8907144162507","120","2026-09-01T10:33:52.224Z"
"A","R3","Bin 11","A-R3-Bin11","CTN-A-0034","LOT-A-0002","TWL ROM 40X60 PK","The Roman Hand Towel","PCS","8907144270738","120","2026-09-01T10:35:22.792Z"
"A","R3","Bin 11","A-R3-Bin11","CTN-A-0024","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-01T10:36:18.929Z"
"A","R3","Bin 11","A-R3-Bin11","CTN-A-0026","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-01T10:37:15.266Z"
"A","R3","Bin 11","A-R3-Bin11","CTN-A-0027","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-01T10:38:30.514Z"
"A","R3","Bin 11","A-R3-Bin11","CTN-A-0028","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-01T10:39:10.808Z"
"A","R3","Bin 11","A-R3-Bin11","CTN-A-0029","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-01T10:39:50.672Z"
"A","R3","Bin 11","A-R3-Bin11","CTN-A-0032","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-01T10:41:03.466Z"
"A","R3","Bin 11","A-R3-Bin11","CTN-A-0033","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-01T10:41:33.473Z"
"A","R3","Bin 11","A-R3-Bin11","CTN-A-0025","LOT-A-0002","TWL ROM 40X60 FUS","The Roman Hand Towel","PCS","8907144270769","120","2026-09-01T10:42:13.170Z"
"A","R3","Bin 11","A-R3-Bin11","CTN-A-0030","LOT-A-0002","TWL ROM 40X60 BK","The Roman Hand Towel","PCS","8907144270844","100","2026-09-01T10:44:06.332Z"
"A","R3","Bin 12","A-R3-Bin12","CTN-A-0067","LOT-A-0002","TWL ROM 40X60 GLD","The Roman Hand Towel","PCS","8907144270851","120","2026-09-02T05:56:06.774Z"
"A","R3","Bin 12","A-R3-Bin12","CTN-A-0068","LOT-A-0002","TWL ROM 40X60 WT","The Roman Hand Towel","PCS","8907144270714","120","2026-09-02T05:58:28.166Z"
"A","R3","Bin 12","A-R3-Bin12","CTN-A-0074","LOT-A-0002","TWL ROM 40X60 WT","The Roman Hand Towel","PCS","8907144270714","120","2026-09-02T05:58:50.687Z"
"A","R3","Bin 12","A-R3-Bin12","CTN-A-0077","LOT-A-0002","TWL ROM 40X60 BK","The Roman Hand Towel","PCS","8907144270844","120","2026-09-02T05:59:24.726Z"
"A","R3","Bin 12","A-R3-Bin12","CTN-A-0073","LOT-A-0002","TWL ROM 40X60 MARS","The Roman Hand Towel","PCS","8907144257395","120","2026-09-02T06:00:01.775Z"
"A","R3","Bin 12","A-R3-Bin12","CTN-A-0072","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-02T06:01:23.526Z"
"A","R3","Bin 12","A-R3-Bin12","CTN-A-0069","LOT-A-0002","TWL ROM 40X60 BR","The Roman Hand Towel","PCS","8907144270813","120","2026-09-02T06:05:17.774Z"
"A","R3","Bin 12","A-R3-Bin12","CTN-A-0070","LOT-A-0002","TWL ROM 40X60 BR","The Roman Hand Towel","PCS","8907144270813","120","2026-09-02T06:05:42.137Z"
"A","R3","Bin 12","A-R3-Bin12","CTN-A-0075","LOT-A-0002","TWL ROM 40X60 BR","The Roman Hand Towel","PCS","8907144270813","120","2026-09-02T06:06:09.781Z"
"A","R3","Bin 12","A-R3-Bin12","CTN-A-0076","LOT-A-0002","TWL ROM 40X60 BR","The Roman Hand Towel","PCS","8907144270813","120","2026-09-02T06:06:48.461Z"
"A","R3","Bin 13","A-R3-Bin13","CTN-A-0059","LOT-A-0002","TWL ROM 40X60 CGY N","The Roman Hand Towel","PCS","8907144162507","120","2026-09-02T05:47:44.186Z"
"A","R3","Bin 13","A-R3-Bin13","CTN-A-0060","LOT-A-0002","TWL ROM 40X60 CGY N","The Roman Hand Towel","PCS","8907144162507","120","2026-09-02T05:48:36.375Z"
"A","R3","Bin 13","A-R3-Bin13","CTN-A-0061","LOT-A-0002","TWL ROM 40X60 CGY N","The Roman Hand Towel","PCS","8907144162507","120","2026-09-02T05:49:23.407Z"
"A","R3","Bin 13","A-R3-Bin13","CTN-A-0061","LOT-A-0002","TWL ROM 40X60 FUS","The Roman Hand Towel","PCS","8907144270769","120","2026-09-02T05:53:17.035Z"
"A","R3","Bin 13","A-R3-Bin13","CTN-A-0064","LOT-A-0002","TWL ROM 40X60 FUS","The Roman Hand Towel","PCS","8907144270769","120","2026-09-02T05:53:45.930Z"
"A","R3","Bin 13","A-R3-Bin13","CTN-A-0062","LOT-A-0002","TWL ROM 40X60 WT","The Roman Hand Towel","PCS","8907144270714","120","2026-09-02T05:54:09.799Z"
"A","R3","Bin 13","A-R3-Bin13","CTN-A-0063","LOT-A-0002","TWL ROM 40X60 WT","The Roman Hand Towel","PCS","8907144270714","120","2026-09-02T05:54:33.479Z"
"A","R3","Bin 13","A-R3-Bin13","CTN-A-0066","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-02T05:55:37.535Z"
"A","R3","Bin 14","A-R3-Bin14","CTN-A-0011","LOT-A-0002","TWL ROM 40X60 MOS","The Roman Hand Towel","PCS","8907144270783","120","2026-09-01T10:09:45.861Z"
"A","R3","Bin 14","A-R3-Bin14","CTN-A-0012","LOT-A-0002","TWL ROM 40X60 MOS","The Roman Hand Towel","PCS","8907144270783","120","2026-09-01T10:10:22.269Z"
"A","R3","Bin 14","A-R3-Bin14","CTN-A-0022","LOT-A-0002","TWL ROM 40X60 GLD","The Roman Hand Towel","PCS","8907144270851","120","2026-09-01T10:11:04.173Z"
"A","R3","Bin 14","A-R3-Bin14","CTN-A-0013","LOT-A-0002","TWL ROM 40X60 FUS","The Roman Hand Towel","PCS","8907144270769","120","2026-09-01T10:12:01.989Z"
"A","R3","Bin 14","A-R3-Bin14","CTN-A-0017","LOT-A-0002","TWL ROM 40X60 FUS","The Roman Hand Towel","PCS","8907144270769","120","2026-09-01T10:13:07.119Z"
"A","R3","Bin 14","A-R3-Bin14","CTN-A-0015","LOT-A-0002","TWL ROM 40X60 WT","The Roman Hand Towel","PCS","8907144270714","120","2026-09-01T10:14:21.357Z"
"A","R3","Bin 14","A-R3-Bin14","CTN-A-0016","LOT-A-0002","TWL ROM 40X60 WT","The Roman Hand Towel","PCS","8907144270714","120","2026-09-01T10:14:52.965Z"
"A","R3","Bin 14","A-R3-Bin14","CTN-A-0019","LOT-A-0002","TWL ROM 40X60 WT","The Roman Hand Towel","PCS","8907144270714","120","2026-09-01T10:15:29.821Z"
"A","R3","Bin 14","A-R3-Bin14","CTN-A-0014","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-01T10:16:35.973Z"
"A","R3","Bin 14","A-R3-Bin14","CTN-A-0021","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-01T10:17:18.549Z"
"A","R3","Bin 14","A-R3-Bin14","CTN-A-0018","LOT-A-0002","TWL ROM 40X60 MARS","The Roman Hand Towel","PCS","8907144257395","120","2026-09-01T10:18:09.846Z"
"A","R3","Bin 14","A-R3-Bin14","CTN-A-0020","LOT-A-0002","TWL ROM 40X60 CGY N","The Roman Hand Towel","PCS","8907144162507","120","2026-09-01T10:18:48.670Z"
"A","R3","Bin 16","A-R3-Bin16","CTN-A-0007","LOT-A-0002","TWL ROM 40X60 NBL","The Roman Hand Towel","PCS","8907144270745","60","2026-09-01T10:08:24.221Z"
"A","R3","Bin 17","A-R3-Bin17","CTN-A-0001","LOT-A-0002","TWL ROM 40X60 MOS","The Roman Hand Towel","PCS","8907144270783","120","2026-09-01T10:01:18.789Z"
"A","R3","Bin 17","A-R3-Bin17","CTN-A-0003","LOT-A-0002","TWL ROM 40X60 MOS","The Roman Hand Towel","PCS","8907144270783","120","2026-09-01T10:02:04.093Z"
"A","R3","Bin 17","A-R3-Bin17","CTN-A-0005","LOT-A-0002","TWL ROM 40X60 MOS","The Roman Hand Towel","PCS","8907144270783","120","2026-09-01T10:02:47.997Z"
"A","R3","Bin 17","A-R3-Bin17","CTN-A-0008","LOT-A-0002","TWL ROM 40X60 MOS","The Roman Hand Towel","PCS","8907144270783","120","2026-09-01T10:03:21.926Z"
"A","R3","Bin 17","A-R3-Bin17","CTN-A-0009","LOT-A-0002","TWL ROM 40X60 MOS","The Roman Hand Towel","PCS","8907144270783","120","2026-09-01T10:03:54.646Z"
"A","R3","Bin 17","A-R3-Bin17","CTN-A-0002","LOT-A-0002","TWL ROM 40X60 MARS","The Roman Hand Towel","PCS","8907144257395","120","2026-09-01T10:04:37.892Z"
"A","R3","Bin 17","A-R3-Bin17","CTN-A-0004","LOT-A-0002","TWL ROM 40X60 WT","The Roman Hand Towel","PCS","8907144270714","120","2026-09-01T10:06:42.962Z"
"A","R3","Bin 17","A-R3-Bin17","CTN-A-0010","LOT-A-0002","TWL ROM 40X60 GLD","The Roman Hand Towel","PCS","8907144270851","120","2026-09-01T10:07:22.781Z"
"A","R3","Bin 17","A-R3-Bin17","CTN-A-0006","LOT-A-0002","TWL ROM 40X60 NBL","The Roman Hand Towel","PCS","8907144270745","120","2026-09-01T10:09:05.675Z"
"A","R3","Bin 17","A-R3-Bin17","CTN-A-0056","LOT-A-0002","TWL ROM 40X60 CGY N","The Roman Hand Towel","PCS","8907144162507","120","2026-09-02T05:36:55.928Z"
"A","R3","Bin 18","A-R3-Bin18","CTN-A-0047","LOT-A-0002","TWL ROM 40X60 MOS","The Roman Hand Towel","PCS","8907144270783","120","2026-09-02T05:31:04.833Z"
"A","R3","Bin 18","A-R3-Bin18","CTN-A-0048","LOT-A-0002","TWL ROM 40X60 MOS","The Roman Hand Towel","PCS","8907144270783","120","2026-09-02T05:31:37.588Z"
"A","R3","Bin 18","A-R3-Bin18","CTN-A-0049","LOT-A-0002","TWL ROM 40X60 MOS","The Roman Hand Towel","PCS","8907144270783","120","2026-09-02T05:32:14.597Z"
"A","R3","Bin 18","A-R3-Bin18","CTN-A-0050","LOT-A-0002","TWL ROM 40X60 MOS","The Roman Hand Towel","PCS","8907144270783","120","2026-09-02T05:32:41.285Z"
"A","R3","Bin 18","A-R3-Bin18","CTN-A-0051","LOT-A-0002","TWL ROM 40X60 MOS","The Roman Hand Towel","PCS","8907144270783","120","2026-09-02T05:33:27.113Z"
"A","R3","Bin 18","A-R3-Bin18","CTN-A-0053","LOT-A-0002","TWL ROM 40X60 MOS","The Roman Hand Towel","PCS","8907144270783","120","2026-09-02T05:34:49.366Z"
"A","R3","Bin 18","A-R3-Bin18","CTN-A-0057","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-02T05:35:20.759Z"
"A","R3","Bin 18","A-R3-Bin18","CTN-A-0055","LOT-A-0002","TWL ROM 40X60 NBL","The Roman Hand Towel","PCS","8907144270745","120","2026-09-02T05:35:56.112Z"
"A","R3","Bin 18","A-R3-Bin18","CTN-A-0058","LOT-A-0002","TWL ROM 40X60 CGY N","The Roman Hand Towel","PCS","8907144162507","40","2026-09-02T05:37:24.419Z"
"A","R3","Bin 2","A-R3-Bin2","CTN-A-0006","LOT-A-0002","PILLOW ALOVERA PRSD","Pillow Aloevera President","PCS","8907144251300","12","2026-09-15T06:08:42.947Z"
"A","R3","Bin 2","A-R3-Bin2","CTN-A-0007","LOT-A-0002","PILLOW ALOVERA PRSD","Pillow Aloevera President","PCS","8907144251300","12","2026-09-15T06:09:05.077Z"
"A","R3","Bin 2","A-R3-Bin2","CTN-A-0008","LOT-A-0002","PILLOW ALOVERA PRSD","Pillow Aloevera President","PCS","8907144251300","12","2026-09-15T06:09:28.205Z"
"A","R3","Bin 2","A-R3-Bin2","CTN-A-0009","LOT-A-0002","PILLOW ALOVERA PRSD","Pillow Aloevera President","PCS","8907144251300","12","2026-09-22T07:44:17.225Z"
"A","R3","Bin 2","A-R3-Bin2","CTN-A-0010","LOT-A-0002","PILLOW ALOVERA PRSD","Pillow Aloevera President","PCS","8907144251300","12","2026-09-15T06:21:04.859Z"
"A","R3","Bin 3","A-R3-Bin3","CTN-A-0071","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-02T06:00:45.794Z"
"A","R3","Bin 3","A-R3-Bin3","CTN-A-0001","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T09:41:19.111Z"
"A","R3","Bin 3","A-R3-Bin3","CTN-A-0002","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T09:42:52.597Z"
"A","R3","Bin 3","A-R3-Bin3","CTN-A-0003","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","16","2026-09-11T09:45:25.389Z"
"A","R3","Bin 3","A-R3-Bin3","CTN-A-0004","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T09:45:55.538Z"
"A","R3","Bin 3","A-R3-Bin3","CTN-A-0005","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T09:46:20.413Z"
"A","R3","Bin 3","A-R3-Bin3","CTN-A-0006","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T09:46:47.931Z"
"A","R3","Bin 3","A-R3-Bin3","CTN-A-0007","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T09:47:12.502Z"
"A","R3","Bin 3","A-R3-Bin3","CTN-A-0008","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T09:47:36.765Z"
"A","R3","Bin 4","A-R3-Bin4","CTN-A-0009","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T09:48:40.133Z"
"A","R3","Bin 4","A-R3-Bin4","CTN-A-0010","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T09:49:03.982Z"
"A","R3","Bin 4","A-R3-Bin4","CTN-A-0011","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T09:56:20.087Z"
"A","R3","Bin 4","A-R3-Bin4","CTN-A-0012","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","16","2026-09-11T10:32:06.767Z"
"A","R3","Bin 4","A-R3-Bin4","CTN-A-0013","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T10:32:40.596Z"
"A","R3","Bin 4","A-R3-Bin4","CTN-A-0014","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T10:33:06.856Z"
"A","R3","Bin 4","A-R3-Bin4","CTN-A-0015","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T10:33:34.627Z"
"A","R3","Bin 4","A-R3-Bin4","CTN-A-0016","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T10:34:07.523Z"
"A","R3","Bin 5","A-R3-Bin5","CTN-A-0011","LOT-A-0002","PILLOW ALOVERA PRSD","Pillow Aloevera President","PCS","8907144251300","12","2026-09-15T06:21:47.388Z"
"A","R3","Bin 5","A-R3-Bin5","CTN-A-0012","LOT-A-0002","PILLOW ALOVERA PRSD","Pillow Aloevera President","PCS","8907144251300","12","2026-09-15T06:22:16.204Z"
"A","R3","Bin 5","A-R3-Bin5","CTN-A-0013","LOT-A-0002","PILLOW ALOVERA PRSD","Pillow Aloevera President","PCS","8907144251300","12","2026-09-15T06:22:45.584Z"
"A","R3","Bin 7","A-R3-Bin7","CTN-A-0079","LOT-A-0002","TWL ROM 40X60 BR","The Roman Hand Towel","PCS","8907144270813","120","2026-09-02T06:07:33.949Z"
"A","R3","Bin 7","A-R3-Bin7","CTN-A-0083","LOT-A-0002","TWL ROM 40X60 BR","The Roman Hand Towel","PCS","8907144270813","120","2026-09-02T06:08:02.965Z"
"A","R3","Bin 7","A-R3-Bin7","CTN-A-0080","LOT-A-0002","TWL ROM 40X60 PK","The Roman Hand Towel","PCS","8907144270738","120","2026-09-02T06:08:59.541Z"
"A","R3","Bin 7","A-R3-Bin7","CTN-A-0088","LOT-A-0002","TWL ROM 40X60 FUS","The Roman Hand Towel","PCS","8907144270769","120","2026-09-02T06:09:24.622Z"
"A","R3","Bin 7","A-R3-Bin7","CTN-A-0081","LOT-A-0002","TWL ROM 40X60 WT","The Roman Hand Towel","PCS","8907144270714","120","2026-09-02T06:10:23.037Z"
"A","R3","Bin 7","A-R3-Bin7","CTN-A-0082","LOT-A-0002","TWL ROM 40X60 BK","The Roman Hand Towel","PCS","8907144270844","120","2026-09-02T06:11:36.040Z"
"A","R3","Bin 7","A-R3-Bin7","CTN-A-0084","LOT-A-0002","TWL ROM 40X60 BK","The Roman Hand Towel","PCS","8907144270844","120","2026-09-02T06:11:58.653Z"
"A","R3","Bin 7","A-R3-Bin7","CTN-A-0085","LOT-A-0002","TWL ROM 40X60 BK","The Roman Hand Towel","PCS","8907144270844","120","2026-09-02T06:12:27.431Z"
"A","R3","Bin 7","A-R3-Bin7","CTN-A-0086","LOT-A-0002","TWL ROM 40X60 BK","The Roman Hand Towel","PCS","8907144270844","120","2026-09-02T06:12:47.710Z"
"A","R3","Bin 7","A-R3-Bin7","CTN-A-0087","LOT-A-0002","TWL ROM 40X60 BK","The Roman Hand Towel","PCS","8907144270844","120","2026-09-02T06:13:14.277Z"
"A","R3","Bin 8","A-R3-Bin8","CTN-A-0035","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-01T10:48:48.888Z"
"A","R3","Bin 8","A-R3-Bin8","CTN-A-0040","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-01T10:49:18.784Z"
"A","R3","Bin 8","A-R3-Bin8","CTN-A-0041","LOT-A-0002","TWL ROM 40X60 CR","The Roman Hand Towel","PCS","8907144270790","120","2026-09-01T10:50:03.279Z"
"A","R3","Bin 8","A-R3-Bin8","CTN-A-0036","LOT-A-0002","TWL ROM 40X60 GLD","The Roman Hand Towel","PCS","8907144270851","120","2026-09-01T10:51:51.640Z"
"A","R3","Bin 8","A-R3-Bin8","CTN-A-0038","LOT-A-0002","TWL ROM 40X60 GLD","The Roman Hand Towel","PCS","8907144270851","120","2026-09-01T10:51:33.317Z"
"A","R3","Bin 8","A-R3-Bin8","CTN-A-0043","LOT-A-0002","TWL ROM 40X60 NBL","The Roman Hand Towel","PCS","8907144270745","120","2026-09-01T10:52:25.952Z"
"A","R3","Bin 8","A-R3-Bin8","CTN-A-0037","LOT-A-0002","TWL ROM 40X60 MARS","The Roman Hand Towel","PCS","8907144257395","120","2026-09-01T10:52:57.071Z"
"A","R3","Bin 8","A-R3-Bin8","CTN-A-0046","LOT-A-0002","TWL ROM 40X60 MARS","The Roman Hand Towel","PCS","8907144257395","100","2026-09-01T10:53:31.027Z"
"A","R3","Bin 8","A-R3-Bin8","CTN-A-0042","LOT-A-0002","TWL ROM 40X60 CGY N","The Roman Hand Towel","PCS","8907144162507","120","2026-09-01T10:54:16.440Z"
"A","R3","Bin 8","A-R3-Bin8","CTN-A-0039","LOT-A-0002","TWL ROM 40X60 WT","The Roman Hand Towel","PCS","8907144270714","120","2026-09-02T05:28:39.530Z"
"A","R3","Bin 8","A-R3-Bin8","CTN-A-0045","LOT-A-0002","TWL ROM 40X60 WT","The Roman Hand Towel","PCS","8907144270714","120","2026-09-02T05:29:05.171Z"
"A","R3","Bin 8","A-R3-Bin8","CTN-A-0044","LOT-A-0002","TWL ROM 40X60 MOS","The Roman Hand Towel","PCS","8907144270783","120","2026-09-02T05:30:08.881Z"
"A","R3","Bin 9","A-R3-Bin9","CTN-A-0017","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T10:34:35.623Z"
"A","R3","Bin 9","A-R3-Bin9","CTN-A-0018","LOT-A-0002","PILLOW MUSHY","PILLOW","PCS","8907144041703","15","2026-09-11T10:35:07.200Z"
"A","R3","Bin 9","A-R3-Bin9","CTN-A-0026","LOT-A-0002","PILLOW LAVENDER","Pillow Lavender","PCS","8907144259627","12","2026-09-14T13:53:06.276Z"
"A","R3","Bin 9","A-R3-Bin9","CTN-A-0027","LOT-A-0002","PILLOW LAVENDER","Pillow Lavender","PCS","8907144259627","12","2026-09-14T14:10:51.454Z"
"A","R3","Bin 9","A-R3-Bin9","CTN-A-0031","LOT-A-0002","PILLOW LAVENDER","Pillow Lavender","PCS","8907144259627","12","2026-09-14T14:11:20.047Z"
"A","R3","Bin 9","A-R3-Bin9","CTN-A-0028","LOT-A-0002","PILLOW LAVENDER","Pillow Lavender","PCS","8907144259627","12","2026-09-14T14:11:45.551Z"
"A","R3","Bin 9","A-R3-Bin9","CTN-A-0029","LOT-A-0002","PILLOW LAVENDER","Pillow Lavender","PCS","8907144259627","12","2026-09-14T14:12:08.040Z"
"A","R3","Bin 9","A-R3-Bin9","CTN-A-0030","LOT-A-0002","PILLOW LAVENDER","Pillow Lavender","PCS","8907144259627","12","2026-09-14T14:12:37.679Z"
"A","R3","Bin 9","A-R3-Bin9","CTN-A-0032","LOT-A-0002","PILLOW LAVENDER","Pillow Lavender","PCS","8907144259627","12","2026-09-14T14:13:02.692Z"
"A","R3","Bin 9","A-R3-Bin9","CTN-A-0033","LOT-A-0002","PILLOW LAVENDER","Pillow Lavender","PCS","8907144259627","12","2026-09-14T14:13:33.503Z"
