"Zone","Rack No.","Bin No.","Location Code","Carton No.","Lot No.","Item No.","Description","UOM","Barcode","Qty","Timestamp"
"A","R1","Bin 1","A-R1-Bin1","CTN-A-0001","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:28:18.789Z"
"A","R1","Bin 1","A-R1-Bin1","CTN-A-0002","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:31:42.876Z"
"A","R1","Bin 1","A-R1-Bin1","CTN-A-0003","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:32:29.268Z"
"A","R1","Bin 1","A-R1-Bin1","CTN-A-0004","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:32:56.487Z"
"A","R1","Bin 1","A-R1-Bin1","CTN-A-0005","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:33:27.458Z"
"A","R1","Bin 1","A-R1-Bin1","CTN-A-0006","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:33:53.563Z"
"A","R1","Bin 1","A-R1-Bin1","CTN-A-0007","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:34:33.931Z"
"A","R1","Bin 1","A-R1-Bin1","CTN-A-0008","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:34:55.259Z"
"A","R1","Bin 1","A-R1-Bin1","CTN-A-0009","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:35:35.187Z"
"A","R1","Bin 10","A-R1-Bin10","CTN-A-0088","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:12:40.713Z"
"A","R1","Bin 10","A-R1-Bin10","CTN-A-0089","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:13:03.355Z"
"A","R1","Bin 10","A-R1-Bin10","CTN-A-0090","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:13:22.203Z"
"A","R1","Bin 10","A-R1-Bin10","CTN-A-0091","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:13:44.269Z"
"A","R1","Bin 10","A-R1-Bin10","CTN-A-0092","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:14:03.218Z"
"A","R1","Bin 10","A-R1-Bin10","CTN-A-0093","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:14:25.462Z"
"A","R1","Bin 10","A-R1-Bin10","CTN-A-0094","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:14:46.416Z"
"A","R1","Bin 10","A-R1-Bin10","CTN-A-0095","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:15:06.703Z"
"A","R1","Bin 10","A-R1-Bin10","CTN-A-0096","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:15:27.203Z"
"A","R1","Bin 10","A-R1-Bin10","CTN-A-0097","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:15:48.412Z"
"A","R1","Bin 10","A-R1-Bin10","CTN-A-0098","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:16:10.535Z"
"A","R1","Bin 10","A-R1-Bin10","CTN-A-0099","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:16:31.238Z"
"A","R1","Bin 11","A-R1-Bin11","CTN-A-0037","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:48:08.130Z"
"A","R1","Bin 11","A-R1-Bin11","CTN-A-0038","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:48:27.746Z"
"A","R1","Bin 11","A-R1-Bin11","CTN-A-0039","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:49:04.816Z"
"A","R1","Bin 11","A-R1-Bin11","CTN-A-0041","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:49:30.267Z"
"A","R1","Bin 11","A-R1-Bin11","CTN-A-0042","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:49:54.971Z"
"A","R1","Bin 11","A-R1-Bin11","CTN-A-0176","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-12T06:44:06.167Z"
"A","R1","Bin 14","A-R1-Bin14","CTN-A-0029","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:50:29.146Z"
"A","R1","Bin 14","A-R1-Bin14","CTN-A-0030","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:50:53.933Z"
"A","R1","Bin 14","A-R1-Bin14","CTN-A-0031","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:51:20.576Z"
"A","R1","Bin 14","A-R1-Bin14","CTN-A-0032","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:51:48.232Z"
"A","R1","Bin 14","A-R1-Bin14","CTN-A-0033","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:52:30.324Z"
"A","R1","Bin 14","A-R1-Bin14","CTN-A-0034","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:56:41.267Z"
"A","R1","Bin 14","A-R1-Bin14","CTN-A-0035","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:57:07.616Z"
"A","R1","Bin 14","A-R1-Bin14","CTN-A-0036","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:57:35.255Z"
"A","R1","Bin 15","A-R1-Bin15","CTN-A-0100","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:17:20.692Z"
"A","R1","Bin 15","A-R1-Bin15","CTN-A-0101","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:18:00.895Z"
"A","R1","Bin 15","A-R1-Bin15","CTN-A-0102","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:18:24.240Z"
"A","R1","Bin 15","A-R1-Bin15","CTN-A-0103","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:18:54.801Z"
"A","R1","Bin 15","A-R1-Bin15","CTN-A-0104","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:19:19.233Z"
"A","R1","Bin 15","A-R1-Bin15","CTN-A-0105","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:19:41.049Z"
"A","R1","Bin 15","A-R1-Bin15","CTN-A-0106","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:20:06.589Z"
"A","R1","Bin 15","A-R1-Bin15","CTN-A-0107","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:20:29.849Z"
"A","R1","Bin 2","A-R1-Bin2","CTN-A-0043","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:50:23.857Z"
"A","R1","Bin 2","A-R1-Bin2","CTN-A-0044","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:50:46.923Z"
"A","R1","Bin 2","A-R1-Bin2","CTN-A-0045","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:51:09.262Z"
"A","R1","Bin 2","A-R1-Bin2","CTN-A-0046","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:51:32.253Z"
"A","R1","Bin 2","A-R1-Bin2","CTN-A-0047","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:51:56.539Z"
"A","R1","Bin 2","A-R1-Bin2","CTN-A-0049","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:52:52.796Z"
"A","R1","Bin 2","A-R1-Bin2","CTN-A-0050","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:53:24.808Z"
"A","R1","Bin 2","A-R1-Bin2","CTN-A-0051","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:53:48.591Z"
"A","R1","Bin 3","A-R1-Bin3","CTN-A-0048","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:54:20.281Z"
"A","R1","Bin 3","A-R1-Bin3","CTN-A-0040","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:54:44.545Z"
"A","R1","Bin 3","A-R1-Bin3","CTN-A-0052","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:55:50.876Z"
"A","R1","Bin 3","A-R1-Bin3","CTN-A-0053","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:57:08.417Z"
"A","R1","Bin 3","A-R1-Bin3","CTN-A-0054","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:58:54.873Z"
"A","R1","Bin 3","A-R1-Bin3","CTN-A-0055","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:59:24.974Z"
"A","R1","Bin 3","A-R1-Bin3","CTN-A-0056","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T05:59:55.370Z"
"A","R1","Bin 3","A-R1-Bin3","CTN-A-0057","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:00:22.521Z"
"A","R1","Bin 3","A-R1-Bin3","CTN-A-0058","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:00:45.437Z"
"A","R1","Bin 3","A-R1-Bin3","CTN-A-0059","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:01:12.622Z"
"A","R1","Bin 3","A-R1-Bin3","CTN-A-0060","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:01:37.317Z"
"A","R1","Bin 3","A-R1-Bin3","CTN-A-0061","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:02:00.704Z"
"A","R1","Bin 4","A-R1-Bin4","CTN-A-0062","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:02:33.288Z"
"A","R1","Bin 4","A-R1-Bin4","CTN-A-0063","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:02:57.163Z"
"A","R1","Bin 4","A-R1-Bin4","CTN-A-0064","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:03:41.083Z"
"A","R1","Bin 4","A-R1-Bin4","CTN-A-0065","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:04:11.034Z"
"A","R1","Bin 4","A-R1-Bin4","CTN-A-0066","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:04:34.414Z"
"A","R1","Bin 4","A-R1-Bin4","CTN-A-0067","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:04:56.756Z"
"A","R1","Bin 4","A-R1-Bin4","CTN-A-0068","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:05:20.870Z"
"A","R1","Bin 4","A-R1-Bin4","CTN-A-0069","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:05:45.861Z"
"A","R1","Bin 4","A-R1-Bin4","CTN-A-0070","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:06:07.733Z"
"A","R1","Bin 4","A-R1-Bin4","CTN-A-0071","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:06:33.918Z"
"A","R1","Bin 4","A-R1-Bin4","CTN-A-0072","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:06:56.888Z"
"A","R1","Bin 4","A-R1-Bin4","CTN-A-0073","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:07:19.140Z"
"A","R1","Bin 4","A-R1-Bin4","CTN-A-0074","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:07:40.930Z"
"A","R1","Bin 4","A-R1-Bin4","CTN-A-0075","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:08:01.653Z"
"A","R1","Bin 5","A-R1-Bin5","CTN-A-0183","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-12T06:47:04.865Z"
"A","R1","Bin 5","A-R1-Bin5","CTN-A-0184","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","184","2026-09-12T06:47:32.714Z"
"A","R1","Bin 5","A-R1-Bin5","CTN-A-0185","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-12T06:56:09.245Z"
"A","R1","Bin 5","A-R1-Bin5","CTN-A-0175","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-12T06:56:33.781Z"
"A","R1","Bin 5","A-R1-Bin5","CTN-A-0163","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-12T06:58:21.599Z"
"A","R1","Bin 5","A-R1-Bin5","CTN-A-0164","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-12T06:58:47.734Z"
"A","R1","Bin 5","A-R1-Bin5","CTN-A-0165","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-12T06:59:10.219Z"
"A","R1","Bin 5","A-R1-Bin5","CTN-A-0166","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-12T06:59:33.544Z"
"A","R1","Bin 5","A-R1-Bin5","CTN-A-0167","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-12T07:00:01.309Z"
"A","R1","Bin 5","A-R1-Bin5","CTN-A-0168","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-12T07:00:24.175Z"
"A","R1","Bin 5","A-R1-Bin5","CTN-A-0169","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-12T10:02:19.485Z"
"A","R1","Bin 6","A-R1-Bin6","CTN-A-0010","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:36:02.547Z"
"A","R1","Bin 6","A-R1-Bin6","CTN-A-0011","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:36:42.612Z"
"A","R1","Bin 6","A-R1-Bin6","CTN-A-0012","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:37:22.377Z"
"A","R1","Bin 6","A-R1-Bin6","CTN-A-0013","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:37:53.565Z"
"A","R1","Bin 6","A-R1-Bin6","CTN-A-0014","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:38:28.066Z"
"A","R1","Bin 6","A-R1-Bin6","CTN-A-0015","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:38:51.410Z"
"A","R1","Bin 6","A-R1-Bin6","CTN-A-0016","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:40:16.898Z"
"A","R1","Bin 6","A-R1-Bin6","CTN-A-0017","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:41:18.746Z"
"A","R1","Bin 6","A-R1-Bin6","CTN-A-0018","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:41:46.781Z"
"A","R1","Bin 6","A-R1-Bin6","CTN-A-0019","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:44:58.307Z"
"A","R1","Bin 6","A-R1-Bin6","CTN-A-0020","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:45:21.289Z"
"A","R1","Bin 6","A-R1-Bin6","CTN-A-0021","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:45:45.598Z"
"A","R1","Bin 7","A-R1-Bin7","CTN-A-0022","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:46:14.603Z"
"A","R1","Bin 7","A-R1-Bin7","CTN-A-0023","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:47:12.725Z"
"A","R1","Bin 7","A-R1-Bin7","CTN-A-0024","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:47:51.209Z"
"A","R1","Bin 7","A-R1-Bin7","CTN-A-0025","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:48:15.201Z"
"A","R1","Bin 7","A-R1-Bin7","CTN-A-0026","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:48:37.158Z"
"A","R1","Bin 7","A-R1-Bin7","CTN-A-0027","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:49:47.985Z"
"A","R1","Bin 7","A-R1-Bin7","CTN-A-0028","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-05T13:49:30.129Z"
"A","R1","Bin 8","A-R1-Bin8","CTN-A-0079","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:09:27.798Z"
"A","R1","Bin 8","A-R1-Bin8","CTN-A-0177","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-12T06:44:32.919Z"
"A","R1","Bin 8","A-R1-Bin8","CTN-A-0178","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-12T06:44:56.887Z"
"A","R1","Bin 8","A-R1-Bin8","CTN-A-0179","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-12T06:45:19.136Z"
"A","R1","Bin 8","A-R1-Bin8","CTN-A-0180","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-12T06:52:40.484Z"
"A","R1","Bin 8","A-R1-Bin8","CTN-A-0181","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-12T06:52:56.851Z"
"A","R1","Bin 8","A-R1-Bin8","CTN-A-0182","LOT-A-0002","PILLOW MOON","Pillow Moon","PCS","8907144406229","14","2026-09-12T06:46:35.796Z"
"A","R1","Bin 9","A-R1-Bin9","CTN-A-0076","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:08:28.331Z"
"A","R1","Bin 9","A-R1-Bin9","CTN-A-0077","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:08:47.350Z"
"A","R1","Bin 9","A-R1-Bin9","CTN-A-0078","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:09:08.113Z"
"A","R1","Bin 9","A-R1-Bin9","CTN-A-0080","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:09:47.459Z"
"A","R1","Bin 9","A-R1-Bin9","CTN-A-0081","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:10:07.032Z"
"A","R1","Bin 9","A-R1-Bin9","CTN-A-0082","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:10:26.553Z"
"A","R1","Bin 9","A-R1-Bin9","CTN-A-0083","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:10:49.301Z"
"A","R1","Bin 9","A-R1-Bin9","CTN-A-0084","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:11:10.069Z"
"A","R1","Bin 9","A-R1-Bin9","CTN-A-0085","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:11:29.197Z"
"A","R1","Bin 9","A-R1-Bin9","CTN-A-0086","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:11:53.080Z"
"A","R1","Bin 9","A-R1-Bin9","CTN-A-0087","LOT-A-0002","PILLOW DOCTOR","Cotton Pillow Doctor","PCS","8907144274507","12","2026-09-07T06:12:14.047Z"
"A","R10","Bin 1","A-R10-Bin1","CTN-A-0001","LOT-A-0002","ALOVERA DBL NA","QUILTED TEXTILE ALOEVERA","PCS","8907144027592","7","2026-09-15T11:45:01.530Z"
"A","R10","Bin 10","A-R10-Bin10","CTN-A-0011","LOT-A-0002","QLT SOFTELLE WSGL 05","SOFTELLE QUILT GREY LIGHT GREY","PCS","8907144387924","8","2026-09-22T05:37:49.003Z"
"A","R10","Bin 10","A-R10-Bin10","CTN-A-0009","LOT-A-0002","QLT SOFTELLE WSGL 04","SOFTELLE QUILT BEIGE IVORY","PCS","8907144387917","8","2026-09-22T05:37:12.492Z"
"A","R10","Bin 10","A-R10-Bin10","CTN-A-0010","LOT-A-0002","QLT SOFTELLE WSGL 04","SOFTELLE QUILT BEIGE IVORY","PCS","8907144387917","8","2026-09-22T05:37:29.464Z"
"A","R10","Bin 10","A-R10-Bin10","CTN-A-0011","LOT-A-0002","QLT SOFTELLE WDBL 04","SOFTELLE QUILT BEIGE IVORY","PCS","8907144387870","4","2026-09-22T05:21:55.160Z"
"A","R10","Bin 10","A-R10-Bin10","CTN-A-0014","LOT-A-0002","QLT SOFTELLE WDBL 04","SOFTELLE QUILT BEIGE IVORY","PCS","8907144387870","4","2026-09-22T05:24:21.100Z"
"A","R10","Bin 10","A-R10-Bin10","CTN-A-0012","LOT-A-0002","QLT SOFTELLE WDBL 05","SOFTELLE QUILT GREY LIGHT GREY","PCS","8907144412763","4","2026-09-22T05:25:00.922Z"
"A","R10","Bin 10","A-R10-Bin10","CTN-A-0013","LOT-A-0002","QLT SOFTELLE WDBL 05","SOFTELLE QUILT GREY LIGHT GREY","PCS","8907144412763","4","2026-09-22T05:25:34.558Z"
"A","R10","Bin 11","A-R10-Bin11","CTN-A-0001","LOT-A-0002","SOYABEAN AC DBL NA","QUILTED TEXTILE SOYABEAN DOUBLE","PCS","8907144027646","9","2026-09-21T05:27:41.143Z"
"A","R10","Bin 11","A-R10-Bin11","CTN-A-0002","LOT-A-0002","SOYABEAN AC DBL NA","QUILTED TEXTILE SOYABEAN DOUBLE","PCS","8907144027646","9","2026-09-21T05:28:04.899Z"
"A","R10","Bin 11","A-R10-Bin11","CTN-A-0003","LOT-A-0002","SOYABEAN AC DBL NA","QUILTED TEXTILE SOYABEAN DOUBLE","PCS","8907144027646","9","2026-09-21T05:28:30.100Z"
"A","R10","Bin 11","A-R10-Bin11","CTN-A-0004","LOT-A-0002","SOYABEAN AC DBL NA","QUILTED TEXTILE SOYABEAN DOUBLE","PCS","8907144027646","9","2026-09-21T05:29:00.807Z"
"A","R10","Bin 11","A-R10-Bin11","CTN-A-0005","LOT-A-0002","SOYABEAN AC DBL NA","QUILTED TEXTILE SOYABEAN DOUBLE","PCS","8907144027646","9","2026-09-21T05:29:30.007Z"
"A","R10","Bin 11","A-R10-Bin11","CTN-A-0006","LOT-A-0002","SOYABEAN AC DBL NA","QUILTED TEXTILE SOYABEAN DOUBLE","PCS","8907144027646","9","2026-09-21T05:30:01.023Z"
"A","R10","Bin 11","A-R10-Bin11","CTN-A-0007","LOT-A-0002","SOYABEAN AC DBL NA","QUILTED TEXTILE SOYABEAN DOUBLE","PCS","8907144027646","9","2026-09-21T05:30:30.052Z"
"A","R10","Bin 11","A-R10-Bin11","CTN-A-0008","LOT-A-0002","SOYABEAN AC DBL NA","QUILTED TEXTILE SOYABEAN DOUBLE","PCS","8907144027646","9","2026-09-21T05:30:59.971Z"
"A","R10","Bin 11","A-R10-Bin11","CTN-A-0009","LOT-A-0002","SOYABEAN AC DBL NA","QUILTED TEXTILE SOYABEAN DOUBLE","PCS","8907144027646","9","2026-09-21T05:31:23.839Z"
"A","R10","Bin 11","A-R10-Bin11","CTN-A-0013","LOT-A-0002","SOYABEAN AC DBL NA","QUILTED TEXTILE SOYABEAN DOUBLE","PCS","8907144027646","9","2026-09-21T05:34:57.391Z"
"A","R10","Bin 12","A-R10-Bin12","CTN-A-0014","LOT-A-0002","ALOVERA DBL NA","QUILTED TEXTILE ALOEVERA","PCS","8907144027592","7","2026-09-15T11:56:50.242Z"
